"NumeroOperation";"DateOperation";"NumeroCompte";"LibelleOperation";"Montant"
4531;"2017-01-21";"101";"Virement";"-83.1"
4532;"2017-01-21";"8";"Encaissement chèque 076437";"148.82"
4533;"2017-01-21";"64";"Prélévement automatique";"-155.01"
4534;"2017-01-21";"193";"Virement";"343.64"
4535;"2017-01-21";"73";"Virement";"1409.73"
4536;"2017-01-21";"30";"Prélévement automatique";"-47.07"
4537;"2017-01-21";"17";"Facture carte";"-179.67"
4538;"2017-01-21";"187";"Virement";"1236.53"
4539;"2017-01-21";"8";"Facture carte";"-94.14"
4540;"2017-01-21";"11";"Prélévement automatique";"-68.64"
4541;"2017-01-21";"118";"Virement";"-145.85"
4542;"2017-01-21";"183";"Virement";"-146.66"
4543;"2017-01-21";"172";"Virement";"1426.08"
4544;"2017-01-21";"137";"Encaissement chèque 951146";"326.72"
4545;"2017-01-21";"101";"Facture carte";"-88.59"
4546;"2017-01-21";"103";"Facture carte";"-195.37"
4547;"2017-01-21";"56";"Encaissement chèque 685230";"199.03"
4548;"2017-01-21";"158";"Prélévement automatique";"-137.33"
4549;"2017-01-21";"131";"Encaissement chèque 106917";"321.0"
4550;"2017-01-21";"30";"Encaissement chèque 895084";"-330.8"
4551;"2017-01-21";"187";"Encaissement chèque 743390";"216.62"
4552;"2017-01-21";"91";"Facture carte";"-40.05"
4553;"2017-01-21";"88";"Encaissement chèque 365584";"-59.24"
4554;"2017-01-21";"112";"Prélévement automatique";"-144.0"
4555;"2017-01-21";"118";"Prélévement automatique";"-147.36"
4556;"2017-01-21";"8";"Virement";"1518.27"
4557;"2017-01-21";"91";"Encaissement chèque 314539";"-268.1"
4558;"2017-01-21";"12";"Encaissement chèque 906625";"-101.18"
4559;"2017-01-21";"92";"Encaissement chèque 300081";"276.52"
4560;"2017-01-21";"138";"Facture carte";"-141.38"
4561;"2017-01-21";"91";"Facture carte";"-155.35"
4562;"2017-01-21";"79";"Virement";"-417.28"
4563;"2017-01-21";"172";"Virement";"930.46"
4564;"2017-01-22";"13";"Facture carte";"-65.96"
4565;"2017-01-22";"132";"Facture carte";"-55.34"
4566;"2017-01-22";"25";"Prélévement automatique";"-22.03"
4567;"2017-01-22";"195";"Prélévement automatique";"-107.55"
4568;"2017-01-22";"195";"Encaissement chèque 748881";"-307.47"
4569;"2017-01-22";"44";"Virement";"1578.75"
4570;"2017-01-22";"56";"Virement";"65.69"
4571;"2017-01-22";"103";"Prélévement automatique";"-106.01"
4572;"2017-01-22";"56";"Virement";"534.43"
4573;"2017-01-22";"134";"Encaissement chèque 879717";"-321.24"
4574;"2017-01-22";"87";"Encaissement chèque 293210";"-369.95"
4575;"2017-01-22";"122";"Facture carte";"-105.66"
4576;"2017-01-22";"166";"Prélévement automatique";"-148.63"
4577;"2017-01-22";"30";"Virement";"1007.13"
4578;"2017-01-22";"30";"Virement";"848.1"
4579;"2017-01-22";"195";"Encaissement chèque 741428";"298.82"
4580;"2017-01-22";"103";"Facture carte";"-143.4"
4581;"2017-01-22";"195";"Facture carte";"-135.12"
4582;"2017-01-22";"17";"Facture carte";"-33.53"
4583;"2017-01-22";"118";"Prélévement automatique";"-160.19"
4584;"2017-01-22";"80";"Facture carte";"-42.13"
4585;"2017-01-22";"111";"Facture carte";"-134.79"
4586;"2017-01-22";"101";"Facture carte";"-182.79"
4587;"2017-01-22";"183";"Facture carte";"-42.91"
4588;"2017-01-22";"103";"Prélévement automatique";"-24.76"
4589;"2017-01-22";"87";"Facture carte";"-92.38"
4590;"2017-01-22";"1";"Encaissement chèque 685225";"324.78"
4591;"2017-01-22";"34";"Prélévement automatique";"-119.23"
4592;"2017-01-22";"41";"Facture carte";"-76.24"
4593;"2017-01-22";"122";"Prélévement automatique";"-107.86"
4594;"2017-01-22";"46";"Encaissement chèque 184044";"608.26"
4595;"2017-01-22";"137";"Virement";"858.87"
4596;"2017-01-22";"195";"Prélévement automatique";"-72.2"
4597;"2017-01-22";"13";"Prélévement automatique";"-175.93"
4598;"2017-01-22";"89";"Intérets reversés au capital";"1637.16"
4599;"2017-01-22";"42";"Virement";"537.28"
4600;"2017-01-22";"44";"Encaissement chèque 517776";"-320.59"
4601;"2017-01-22";"168";"Facture carte";"-61.21"
4602;"2017-01-22";"187";"Facture carte";"-40.97"
4603;"2017-01-22";"158";"Prélévement automatique";"-70.28"
4604;"2017-01-22";"193";"Prélévement automatique";"-46.83"
4605;"2017-01-22";"41";"Virement";"153.42"
4606;"2017-01-22";"42";"Prélévement automatique";"-153.26"
4607;"2017-01-22";"183";"Virement";"13.6"
4608;"2017-01-22";"13";"Facture carte";"-34.14"
4609;"2017-01-22";"143";"Facture carte";"-65.02"
4610;"2017-01-22";"125";"Prélévement automatique";"-56.02"
4611;"2017-01-22";"36";"Encaissement chèque 603262";"-180.04"
4612;"2017-01-22";"101";"Encaissement chèque 368912";"-299.94"
4613;"2017-01-22";"57";"Facture carte";"-74.05"
4614;"2017-01-22";"118";"Prélévement automatique";"-168.81"
4615;"2017-01-22";"23";"Facture carte";"-170.24"
4616;"2017-01-22";"158";"Virement";"190.75"
4617;"2017-01-22";"136";"Facture carte";"-67.97"
4618;"2017-01-22";"34";"Encaissement chèque 167048";"-241.69"
4619;"2017-01-22";"168";"Prélévement automatique";"-173.03"
4620;"2017-01-22";"164";"Encaissement chèque 114732";"371.77"
4621;"2017-01-22";"166";"Facture carte";"-25.45"
4622;"2017-01-22";"187";"Prélévement automatique";"-145.29"
4623;"2017-01-22";"136";"Facture carte";"-56.83"
4624;"2017-01-22";"44";"Virement";"-32.45"
4625;"2017-01-22";"111";"Prélévement automatique";"-45.79"
4626;"2017-01-22";"8";"Virement";"363.97"
4627;"2017-01-22";"171";"Facture carte";"-50.17"
4628;"2017-01-22";"183";"Virement";"770.64"
4629;"2017-01-22";"143";"Facture carte";"-129.02"
4630;"2017-01-22";"132";"Encaissement chèque 409288";"-269.49"
4631;"2017-01-22";"56";"Encaissement chèque 235743";"16.73"
4632;"2017-01-22";"8";"Encaissement chèque 952600";"-94.81"
4633;"2017-01-22";"11";"Prélévement automatique";"-154.28"
4634;"2017-01-22";"179";"Encaissement chèque 987335";"-119.93"
4635;"2017-01-22";"183";"Prélévement automatique";"-82.74"
4636;"2017-01-22";"87";"Prélévement automatique";"-167.6"
4637;"2017-01-22";"19";"Encaissement chèque 826050";"-373.38"
4638;"2017-01-22";"137";"Facture carte";"-80.03"
4639;"2017-01-22";"164";"Facture carte";"-57.43"
4640;"2017-01-22";"34";"Virement";"-189.22"
4641;"2017-01-22";"171";"Facture carte";"-17.35"
4642;"2017-01-22";"103";"Facture carte";"-138.9"
4643;"2017-01-22";"187";"Encaissement chèque 496347";"274.88"
4644;"2017-01-22";"166";"Facture carte";"-123.8"
4645;"2017-01-22";"161";"Encaissement chèque 003724";"69.41"
4646;"2017-01-22";"109";"Facture carte";"-91.51"
4647;"2017-01-22";"1";"Encaissement chèque 380836";"319.35"
4648;"2017-01-22";"48";"Virement";"1122.79"
4649;"2017-01-22";"164";"Prélévement automatique";"-59.99"
4650;"2017-01-22";"168";"Prélévement automatique";"-80.44"
4651;"2017-01-22";"118";"Virement";"-115.44"
4652;"2017-01-22";"171";"Virement";"1199.91"
4653;"2017-01-22";"186";"Facture carte";"-102.37"
4654;"2017-01-22";"187";"Virement";"1009.78"
4655;"2017-01-22";"104";"Facture carte";"-171.43"
4656;"2017-01-22";"2";"Prélévement automatique";"-191.04"
4657;"2017-01-22";"166";"Virement";"-30.09"
4658;"2017-01-22";"104";"Virement";"1363.81"
4659;"2017-01-22";"109";"Encaissement chèque 713573";"-191.65"
4660;"2017-01-22";"57";"Facture carte";"-184.06"
4661;"2017-01-22";"132";"Prélévement automatique";"-127.06"
4662;"2017-01-22";"7";"Intérets reversés au capital";"3119.78"
4663;"2017-01-22";"36";"Facture carte";"-106.22"
4664;"2017-01-22";"183";"Prélévement automatique";"-133.47"
4665;"2017-01-22";"73";"Encaissement chèque 252856";"-182.87"
4666;"2017-01-22";"50";"Prélévement automatique";"-186.63"
4667;"2017-01-22";"87";"Facture carte";"-119.16"
4668;"2017-01-22";"150";"Virement";"85.17"
4669;"2017-01-22";"23";"Facture carte";"-14.32"
4670;"2017-01-22";"2";"Virement";"1126.44"
4671;"2017-01-22";"186";"Prélévement automatique";"-75.33"
4672;"2017-01-22";"48";"Facture carte";"-6.55"
4673;"2017-01-22";"132";"Facture carte";"-157.53"
4674;"2017-01-22";"112";"Encaissement chèque 013298";"95.41"
4675;"2017-01-22";"2";"Prélévement automatique";"-60.24"
4676;"2017-01-22";"101";"Virement";"1047.75"
4677;"2017-01-22";"193";"Encaissement chèque 450399";"262.81"
4678;"2017-01-22";"42";"Encaissement chèque 738573";"-370.98"
4679;"2017-01-22";"193";"Encaissement chèque 766308";"256.32"
4680;"2017-01-22";"166";"Prélévement automatique";"-34.98"
4681;"2017-01-22";"125";"Prélévement automatique";"-108.25"
4682;"2017-01-22";"103";"Prélévement automatique";"-114.62"
4683;"2017-01-22";"109";"Encaissement chèque 164971";"279.35"
4684;"2017-01-22";"56";"Encaissement chèque 063879";"-161.41"
4685;"2017-01-22";"136";"Encaissement chèque 225363";"88.52"
4686;"2017-01-22";"73";"Encaissement chèque 107987";"-25.56"
4687;"2017-01-22";"131";"Virement";"1343.65"
4688;"2017-01-22";"1";"Virement";"900.8"
4689;"2017-01-22";"137";"Facture carte";"-7.91"
4690;"2017-01-22";"143";"Encaissement chèque 037463";"72.24"
4691;"2017-01-22";"125";"Encaissement chèque 849857";"7.5"
4692;"2017-01-22";"42";"Encaissement chèque 975292";"194.49"
4693;"2017-01-22";"161";"Virement";"1029.03"
4694;"2017-01-22";"23";"Encaissement chèque 971575";"172.7"
4695;"2017-01-22";"41";"Prélévement automatique";"-51.4"
4696;"2017-01-22";"143";"Prélévement automatique";"-88.83"
4697;"2017-01-22";"138";"Encaissement chèque 880988";"296.0"
4698;"2017-01-22";"33";"Facture carte";"-187.03"
4699;"2017-01-22";"109";"Encaissement chèque 846042";"73.89"
4700;"2017-01-22";"195";"Virement";"1040.3"
4701;"2017-01-22";"64";"Virement";"1009.65"
4702;"2017-01-22";"19";"Encaissement chèque 747117";"279.79"
4703;"2017-01-22";"88";"Prélévement automatique";"-53.64"
4704;"2017-01-22";"92";"Virement";"-390.53"
4705;"2017-01-22";"75";"Prélévement automatique";"-142.89"
4706;"2017-01-22";"158";"Prélévement automatique";"-80.33"
4707;"2017-01-22";"171";"Encaissement chèque 234703";"-4.73"
4708;"2017-01-22";"87";"Encaissement chèque 861469";"-218.31"
4709;"2017-01-22";"131";"Facture carte";"-9.81"
4710;"2017-01-22";"138";"Virement";"396.18"
4711;"2017-01-22";"161";"Encaissement chèque 287294";"341.78"
4712;"2017-01-22";"125";"Virement";"900.94"
4713;"2017-01-22";"168";"Prélévement automatique";"-137.35"
4714;"2017-01-22";"87";"Encaissement chèque 659372";"150.96"
4715;"2017-01-22";"12";"Virement";"732.83"
4716;"2017-01-22";"171";"Encaissement chèque 224773";"223.37"
4717;"2017-01-22";"94";"Virement";"25.29"
4718;"2017-01-22";"56";"Prélévement automatique";"-152.97"
4719;"2017-01-22";"42";"Encaissement chèque 176029";"-191.63"
4720;"2017-01-22";"131";"Prélévement automatique";"-137.94"
4721;"2017-01-22";"56";"Facture carte";"-121.27"
4722;"2017-01-22";"73";"Facture carte";"-90.64"
4723;"2017-01-22";"2";"Encaissement chèque 112289";"338.62"
4724;"2017-01-22";"111";"Encaissement chèque 908380";"-352.83"
4725;"2017-01-22";"33";"Virement";"1067.87"
4726;"2017-01-22";"50";"Prélévement automatique";"-74.7"
4727;"2017-01-22";"186";"Virement";"1213.05"
4728;"2017-01-22";"26";"Intérets reversés au capital";"919.29"
4729;"2017-01-22";"2";"Virement";"820.39"
4730;"2017-01-22";"25";"Virement";"96.59"
4731;"2017-01-22";"104";"Prélévement automatique";"-147.06"
4732;"2017-01-22";"161";"Virement";"805.82"
4733;"2017-01-22";"195";"Virement";"572.92"
4734;"2017-01-22";"73";"Virement";"-183.89"
4735;"2017-01-22";"75";"Prélévement automatique";"-44.57"
4736;"2017-01-22";"186";"Prélévement automatique";"-24.3"
4737;"2017-01-22";"171";"Facture carte";"-164.62"
4738;"2017-01-22";"105";"Prélévement automatique";"-48.57"
4739;"2017-01-22";"1";"Facture carte";"-129.02"
4740;"2017-01-22";"111";"Virement";"576.92"
4741;"2017-01-22";"13";"Facture carte";"-89.84"
4742;"2017-01-22";"42";"Virement";"46.44"
4743;"2017-01-22";"111";"Prélévement automatique";"-160.74"
4744;"2017-01-22";"132";"Encaissement chèque 669576";"-366.67"
4745;"2017-01-22";"193";"Virement";"232.0"
4746;"2017-01-22";"195";"Encaissement chèque 765912";"205.13"
4747;"2017-01-22";"138";"Virement";"1445.0"
4748;"2017-01-22";"48";"Virement";"-286.01"
4749;"2017-01-22";"42";"Facture carte";"-78.26"
4750;"2017-01-22";"73";"Facture carte";"-178.27"
4751;"2017-01-22";"88";"Virement";"896.38"
4752;"2017-01-22";"181";"Virement";"311.13"
4753;"2017-01-22";"50";"Encaissement chèque 984222";"-34.14"
4754;"2017-01-22";"13";"Prélévement automatique";"-108.97"
4755;"2017-01-22";"57";"Encaissement chèque 665952";"44.02"
4756;"2017-01-22";"30";"Encaissement chèque 920923";"355.3"
4757;"2017-01-22";"8";"Prélévement automatique";"-193.9"
4758;"2017-01-22";"73";"Facture carte";"-76.54"
4759;"2017-01-22";"125";"Encaissement chèque 327261";"-260.0"
4760;"2017-01-22";"172";"Encaissement chèque 691446";"212.65"
4761;"2017-01-22";"131";"Facture carte";"-90.39"
4762;"2017-01-22";"172";"Facture carte";"-178.72"
4763;"2017-01-22";"73";"Facture carte";"-75.36"
4764;"2017-01-22";"104";"Virement";"1411.34"
4765;"2017-01-22";"103";"Prélévement automatique";"-27.74"
4766;"2017-01-22";"58";"Prélévement automatique";"-53.44"
4767;"2017-01-22";"1";"Encaissement chèque 295224";"-145.11"
4768;"2017-01-22";"134";"Encaissement chèque 020893";"-91.1"
4769;"2017-01-22";"101";"Prélévement automatique";"-187.95"
4770;"2017-01-22";"87";"Encaissement chèque 955712";"-84.9"
4771;"2017-01-22";"94";"Encaissement chèque 871696";"323.3"
4772;"2017-01-22";"44";"Virement";"-171.64"
4773;"2017-01-22";"109";"Virement";"1230.06"
4774;"2017-01-22";"58";"Encaissement chèque 781367";"-246.52"
4775;"2017-01-22";"191";"Versement forfaitaire";"231.69"
4776;"2017-01-22";"50";"Virement";"1376.8"
4777;"2017-01-22";"197";"Intérets reversés au capital";"196.62"
4778;"2017-01-22";"17";"Virement";"316.5"
4779;"2017-01-22";"111";"Facture carte";"-7.1"
4780;"2017-01-22";"137";"Prélévement automatique";"-67.11"
4781;"2017-01-22";"183";"Encaissement chèque 496976";"-126.26"
4782;"2017-01-22";"57";"Prélévement automatique";"-161.9"
4783;"2017-01-22";"1";"Prélévement automatique";"-175.26"
4784;"2017-01-22";"171";"Encaissement chèque 037918";"371.27"
4785;"2017-01-22";"2";"Facture carte";"-127.01"
4786;"2017-01-22";"2";"Virement";"333.47"
4787;"2017-01-22";"128";"Intérets reversés au capital";"716.2"
4788;"2017-01-22";"48";"Facture carte";"-97.18"
4789;"2017-01-22";"179";"Facture carte";"-170.1"
4790;"2017-01-22";"8";"Prélévement automatique";"-163.86"
4791;"2017-01-22";"122";"Encaissement chèque 572522";"-31.16"
4792;"2017-01-22";"75";"Prélévement automatique";"-33.65"
4793;"2017-01-23";"143";"Virement";"715.36"
4794;"2017-01-23";"138";"Facture carte";"-66.69"
4795;"2017-01-23";"75";"Prélévement automatique";"-106.83"
4796;"2017-01-23";"168";"Virement";"908.24"
4797;"2017-01-23";"73";"Virement";"1297.08"
4798;"2017-01-23";"29";"Intérets reversés au capital";"2524.99"
4799;"2017-01-23";"158";"Encaissement chèque 860708";"130.33"
4800;"2017-01-23";"34";"Facture carte";"-144.08"
4801;"2017-01-23";"125";"Facture carte";"-16.39"
4802;"2017-01-23";"36";"Facture carte";"-72.4"
4803;"2017-01-23";"51";"Versement forfaitaire";"270.95"
4804;"2017-01-23";"25";"Encaissement chèque 164493";"-338.98"
4805;"2017-01-23";"30";"Encaissement chèque 934374";"-127.94"
4806;"2017-01-23";"56";"Prélévement automatique";"-48.7"
4807;"2017-01-23";"143";"Prélévement automatique";"-102.88"
4808;"2017-01-23";"150";"Virement";"67.05"
4809;"2017-01-23";"187";"Virement";"743.56"
4810;"2017-01-23";"64";"Prélévement automatique";"-38.5"
4811;"2017-01-23";"80";"Encaissement chèque 361997";"333.05"
4812;"2017-01-23";"91";"Virement";"176.41"
4813;"2017-01-23";"8";"Virement";"840.24"
4814;"2017-01-23";"99";"Encaissement chèque 686824";"283.35"
4815;"2017-01-23";"159";"Versement forfaitaire";"476.36"
4816;"2017-01-23";"50";"Prélévement automatique";"-142.65"
4817;"2017-01-23";"3";"Facture carte";"-166.86"
4818;"2017-01-23";"2";"Prélévement automatique";"-129.34"
4819;"2017-01-23";"133";"Versement forfaitaire";"421.68"
4820;"2017-01-23";"125";"Encaissement chèque 179101";"-90.04"
4821;"2017-01-23";"56";"Encaissement chèque 408956";"247.02"
4822;"2017-01-23";"196";"Encaissement chèque 343423";"467.12"
4823;"2017-01-23";"50";"Prélévement automatique";"-177.68"
4824;"2017-01-23";"87";"Prélévement automatique";"-41.86"
4825;"2017-01-23";"164";"Prélévement automatique";"-120.15"
4826;"2017-01-23";"25";"Virement";"-95.84"
4827;"2017-01-23";"8";"Virement";"1013.79"
4828;"2017-01-23";"13";"Facture carte";"-194.88"
4829;"2017-01-23";"183";"Prélévement automatique";"-78.61"
4830;"2017-01-23";"12";"Facture carte";"-27.76"
4831;"2017-01-23";"193";"Encaissement chèque 299923";"212.13"
4832;"2017-01-23";"125";"Prélévement automatique";"-126.31"
4833;"2017-01-23";"172";"Prélévement automatique";"-84.17"
4834;"2017-01-23";"91";"Prélévement automatique";"-105.13"
4835;"2017-01-23";"48";"Virement";"870.3"
4836;"2017-01-23";"132";"Facture carte";"-49.5"
4837;"2017-01-23";"12";"Prélévement automatique";"-171.32"
4838;"2017-01-23";"161";"Prélévement automatique";"-108.83"
4839;"2017-01-23";"138";"Encaissement chèque 122187";"-357.5"
4840;"2017-01-23";"73";"Virement";"642.33"
4841;"2017-01-23";"91";"Prélévement automatique";"-158.92"
4842;"2017-01-23";"8";"Facture carte";"-22.58"
4843;"2017-01-23";"101";"Prélévement automatique";"-180.09"
4844;"2017-01-23";"50";"Facture carte";"-39.14"
4845;"2017-01-23";"142";"Virement";"-187.8"
4846;"2017-01-23";"105";"Facture carte";"-134.74"
4847;"2017-01-23";"187";"Facture carte";"-66.13"
4848;"2017-01-23";"136";"Prélévement automatique";"-27.82"
4849;"2017-01-23";"158";"Virement";"335.87"
4850;"2017-01-23";"13";"Prélévement automatique";"-22.67"
4851;"2017-01-23";"132";"Facture carte";"-80.55"
4852;"2017-01-23";"44";"Encaissement chèque 870074";"123.13"
4853;"2017-01-23";"88";"Encaissement chèque 774199";"36.88"
4854;"2017-01-23";"105";"Virement";"-14.15"
4855;"2017-01-23";"186";"Facture carte";"-156.35"
4856;"2017-01-23";"164";"Prélévement automatique";"-99.47"
4857;"2017-01-23";"34";"Prélévement automatique";"-122.74"
4858;"2017-01-23";"103";"Virement";"538.9"
4859;"2017-01-23";"166";"Facture carte";"-150.7"
4860;"2017-01-23";"150";"Virement";"191.53"
4861;"2017-01-23";"118";"Prélévement automatique";"-166.22"
4862;"2017-01-23";"131";"Prélévement automatique";"-65.36"
4863;"2017-01-23";"33";"Encaissement chèque 824176";"209.59"
4864;"2017-01-23";"101";"Prélévement automatique";"-149.08"
4865;"2017-01-23";"132";"Encaissement chèque 520453";"-391.22"
4866;"2017-01-23";"186";"Encaissement chèque 733842";"-239.1"
4867;"2017-01-23";"56";"Prélévement automatique";"-30.43"
4868;"2017-01-23";"103";"Facture carte";"-133.24"
4869;"2017-01-23";"186";"Prélévement automatique";"-131.89"
4870;"2017-01-23";"91";"Facture carte";"-51.0"
4871;"2017-01-23";"161";"Virement";"-85.12"
4872;"2017-01-23";"36";"Encaissement chèque 845781";"-48.23"
4873;"2017-01-23";"103";"Virement";"208.87"
4874;"2017-01-23";"41";"Facture carte";"-172.99"
4875;"2017-01-23";"186";"Encaissement chèque 123902";"25.3"
4876;"2017-01-23";"187";"Virement";"1216.78"
4877;"2017-01-23";"30";"Facture carte";"-110.97"
4878;"2017-01-23";"2";"Facture carte";"-110.94"
4879;"2017-01-23";"51";"Intérets reversés au capital";"412.53"
4880;"2017-01-23";"131";"Facture carte";"-147.83"
4881;"2017-01-23";"100";"Virement";"260.59"
4882;"2017-01-23";"138";"Encaissement chèque 438775";"-258.42"
4883;"2017-01-23";"101";"Prélévement automatique";"-110.19"
4884;"2017-01-23";"91";"Virement";"296.07"
4885;"2017-01-23";"161";"Facture carte";"-81.18"
4886;"2017-01-23";"11";"Virement";"288.14"
4887;"2017-01-23";"166";"Facture carte";"-64.8"
4888;"2017-01-23";"189";"Intérets reversés au capital";"-9.09"
4889;"2017-01-23";"136";"Facture carte";"-14.75"
4890;"2017-01-23";"186";"Virement";"1508.61"
4891;"2017-01-23";"109";"Virement";"840.87"
4892;"2017-01-23";"125";"Prélévement automatique";"-164.1"
4893;"2017-01-23";"143";"Facture carte";"-115.97"
4894;"2017-01-23";"125";"Prélévement automatique";"-123.85"
4895;"2017-01-23";"56";"Prélévement automatique";"-104.36"
4896;"2017-01-23";"36";"Prélévement automatique";"-86.1"
4897;"2017-01-23";"171";"Virement";"1392.58"
4898;"2017-01-23";"104";"Encaissement chèque 232479";"179.51"
4899;"2017-01-23";"57";"Facture carte";"-31.62"
4900;"2017-01-23";"25";"Virement";"-138.09"
4901;"2017-01-23";"164";"Facture carte";"-9.58"
4902;"2017-01-23";"137";"Encaissement chèque 407294";"-346.48"
4903;"2017-01-23";"57";"Facture carte";"-28.8"
4904;"2017-01-23";"1";"Virement";"28.82"
4905;"2017-01-23";"147";"Intérets reversés au capital";"3825.46"
4906;"2017-01-23";"138";"Encaissement chèque 015915";"143.04"
4907;"2017-01-23";"19";"Encaissement chèque 011662";"-27.06"
4908;"2017-01-23";"103";"Virement";"910.71"
4909;"2017-01-23";"41";"Prélévement automatique";"-148.06"
4910;"2017-01-23";"168";"Virement";"1409.73"
4911;"2017-01-23";"104";"Facture carte";"-127.25"
4912;"2017-01-23";"64";"Facture carte";"-110.42"
4913;"2017-01-23";"134";"Virement";"827.7"
4914;"2017-01-23";"153";"Facture carte";"-136.37"
4915;"2017-01-23";"143";"Virement";"411.56"
4916;"2017-01-23";"136";"Virement";"869.75"
4917;"2017-01-23";"87";"Prélévement automatique";"-125.0"
4918;"2017-01-23";"23";"Virement";"178.66"
4919;"2017-01-23";"12";"Encaissement chèque 788258";"263.5"
4920;"2017-01-23";"125";"Facture carte";"-120.56"
4921;"2017-01-23";"2";"Facture carte";"-116.19"
4922;"2017-01-23";"104";"Prélévement automatique";"-46.66"
4923;"2017-01-23";"171";"Virement";"1495.61"
4924;"2017-01-23";"57";"Facture carte";"-64.41"
4925;"2017-01-23";"33";"Virement";"835.12"
4926;"2017-01-23";"111";"Encaissement chèque 356719";"252.77"
4927;"2017-01-23";"104";"Encaissement chèque 440175";"-251.0"
4928;"2017-01-23";"41";"Prélévement automatique";"-194.64"
4929;"2017-01-23";"1";"Facture carte";"-70.53"
4930;"2017-01-23";"195";"Prélévement automatique";"-103.65"
4931;"2017-01-23";"12";"Virement";"47.84"
4932;"2017-01-23";"183";"Prélévement automatique";"-30.48"
4933;"2017-01-23";"172";"Virement";"768.58"
4934;"2017-01-23";"136";"Virement";"1365.85"
4935;"2017-01-23";"73";"Prélévement automatique";"-192.83"
4936;"2017-01-23";"171";"Prélévement automatique";"-82.26"
4937;"2017-01-23";"105";"Virement";"750.25"
4938;"2017-01-23";"137";"Encaissement chèque 910938";"259.7"
4939;"2017-01-23";"8";"Virement";"466.27"
4940;"2017-01-23";"171";"Facture carte";"-89.68"
4941;"2017-01-23";"21";"Encaissement chèque 689918";"362.4"
4942;"2017-01-23";"25";"Facture carte";"-50.73"
4943;"2017-01-23";"161";"Virement";"1039.37"
4944;"2017-01-23";"111";"Encaissement chèque 009124";"-376.21"
4945;"2017-01-23";"73";"Virement";"542.24"
4946;"2017-01-23";"125";"Encaissement chèque 501179";"-177.32"
4947;"2017-01-23";"35";"Versement forfaitaire";"375.55"
4948;"2017-01-23";"187";"Prélévement automatique";"-186.63"
4949;"2017-01-23";"136";"Virement";"1262.85"
4950;"2017-01-23";"167";"Facture carte";"-71.82"
4951;"2017-01-23";"25";"Facture carte";"-130.44"
4952;"2017-01-23";"193";"Encaissement chèque 489745";"301.45"
4953;"2017-01-23";"30";"Facture carte";"-40.36"
4954;"2017-01-23";"57";"Virement";"983.82"
4955;"2017-01-23";"94";"Encaissement chèque 342860";"-169.1"
4956;"2017-01-23";"193";"Encaissement chèque 477031";"133.52"
4957;"2017-01-23";"168";"Virement";"290.13"
4958;"2017-01-23";"104";"Facture carte";"-129.96"
4959;"2017-01-23";"186";"Prélévement automatique";"-148.42"
4960;"2017-01-23";"2";"Encaissement chèque 683037";"126.14"
4961;"2017-01-23";"168";"Facture carte";"-108.11"
4962;"2017-01-23";"183";"Virement";"414.89"
4963;"2017-01-23";"25";"Encaissement chèque 937878";"2.54"
4964;"2017-01-23";"136";"Facture carte";"-47.12"
4965;"2017-01-23";"44";"Prélévement automatique";"-78.67"
4966;"2017-01-23";"134";"Facture carte";"-178.56"
4967;"2017-01-23";"118";"Prélévement automatique";"-83.75"
4968;"2017-01-23";"112";"Facture carte";"-23.28"
4969;"2017-01-23";"94";"Virement";"77.98"
4970;"2017-01-23";"30";"Virement";"898.1"
4971;"2017-01-23";"50";"Facture carte";"-192.6"
4972;"2017-01-23";"104";"Prélévement automatique";"-126.66"
4973;"2017-01-23";"112";"Facture carte";"-73.36"
4974;"2017-01-23";"183";"Facture carte";"-157.71"
4975;"2017-01-23";"172";"Facture carte";"-78.63"
4976;"2017-01-23";"158";"Facture carte";"-36.32"
4977;"2017-01-23";"134";"Facture carte";"-161.84"
4978;"2017-01-23";"57";"Facture carte";"-59.14"
4979;"2017-01-23";"48";"Encaissement chèque 618599";"120.56"
4980;"2017-01-23";"11";"Encaissement chèque 279272";"139.44"
4981;"2017-01-23";"87";"Encaissement chèque 670352";"267.01"
4982;"2017-01-23";"43";"Versement forfaitaire";"193.85"
4983;"2017-01-23";"183";"Prélévement automatique";"-162.92"
4984;"2017-01-23";"87";"Prélévement automatique";"-89.44"
4985;"2017-01-23";"87";"Virement";"186.96"
4986;"2017-01-23";"132";"Encaissement chèque 771401";"-262.07"
4987;"2017-01-23";"41";"Prélévement automatique";"-45.35"
4988;"2017-01-23";"44";"Prélévement automatique";"-38.81"
4989;"2017-01-23";"56";"Prélévement automatique";"-153.95"
4990;"2017-01-23";"183";"Prélévement automatique";"-50.62"
4991;"2017-01-23";"19";"Encaissement chèque 165435";"397.34"
4992;"2017-01-23";"103";"Encaissement chèque 247806";"218.85"
4993;"2017-01-23";"143";"Prélévement automatique";"-53.71"
4994;"2017-01-23";"122";"Encaissement chèque 845994";"220.14"
4995;"2017-01-23";"137";"Prélévement automatique";"-96.44"
4996;"2017-01-23";"150";"Encaissement chèque 003973";"-260.07"
4997;"2017-01-23";"80";"Encaissement chèque 286880";"360.57"
4998;"2017-01-23";"158";"Prélévement automatique";"-39.48"
4999;"2017-01-23";"137";"Virement";"-161.72"
5000;"2017-01-23";"44";"Facture carte";"-160.93"
5001;"2017-01-23";"137";"Encaissement chèque 069980";"378.32"
5002;"2017-01-23";"23";"Facture carte";"-140.9"
